"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
30.05.2020,Магаданская обл.,238,183,3,0,0,10
25.10.2020,Саратовская обл.,19352,12858,149,1,189,59
03.10.2020,Мордовия,6553,5466,42,1,39,36
17.09.2021,Брянская обл.,63200,58878,1306,9,151,148
26.04.2020,Тульская обл.,644,59,5,1,66,2
29.05.2021,Алтайский край,51521,46457,2285,8,58,58
16.02.2021,Амурская обл.,20472,18870,153,2,34,36
01.04.2020,Крым,16,0,0,0,0,0
14.01.2021,Северная Осетия,13179,11708,105,1,84,77
21.12.2020,Калужская обл.,19346,18064,147,2,170,159
16.05.2021,Вологодская обл.,45467,42458,1061,3,45,32
02.08.2021,Чукотский АО,1173,874,9,0,0,8
20.08.2021,Приморский край,59660,53203,1001,4,242,268
28.01.2021,Камчатский край,12106,10705,84,0,62,68
27.07.2020,Ивановская обл.,6330,4693,86,3,27,3
20.06.2020,Иркутская обл.,5143,1624,40,9,193,115
06.04.2020,Кемеровская обл.,5,2,0,0,2,0
11.05.2020,Оренбургская обл.,986,331,5,0,49,47
31.08.2021,Псковская обл.,46894,40366,681,4,88,189
19.01.2021,Кировская обл.,30011,23826,257,5,224,218
24.06.2020,Курская обл.,4673,2717,30,2,66,58
03.08.2021,Севастополь,21297,18502,869,7,171,168
19.08.2020,Сахалинская обл.,3752,2113,0,0,57,39
25.04.2021,Ямало-Ненецкий АО,38461,37229,415,0,17,19
11.02.2021,Костромская обл.,17608,14531,324,2,48,62
14.04.2020,Краснодарский край,215,32,3,0,5,4
02.10.2020,Ненецкий АО,335,132,0,0,2,0
16.08.2020,Омская обл.,8491,6222,122,6,103,58
13.08.2021,Кабардино-Балкария,28152,26218,645,2,90,81
15.07.2021,Хабаровский край,60229,55158,551,5,335,276
13.01.2021,Волгоградская обл.,38823,36902,523,4,262,265
22.09.2020,Челябинская обл.,15142,11065,122,0,77,78
20.04.2020,Карелия,27,0,0,0,8,0
12.12.2020,Самарская обл.,25633,23470,493,8,290,316
15.03.2020,Коми,0,0,0,0,0,0
09.09.2021,Татарстан,25905,22631,698,0,49,36
09.10.2020,Тамбовская обл.,8182,6904,46,0,58,36
23.08.2020,Томская обл.,5287,4203,59,0,45,98
04.09.2021,Новгородская обл.,40950,37692,384,8,122,122
31.05.2021,Магаданская обл.,8463,8258,109,0,4,4
20.10.2020,Архангельская обл.,17351,10850,271,0,246,57
30.07.2020,Московская обл.,63299,46365,1105,3,144,317
24.07.2020,Дагестан,8981,7857,433,2,40,51
20.08.2020,Башкортостан,7435,6586,27,0,33,32
08.08.2021,Астраханская обл.,45671,37278,1189,10,285,92
23.06.2020,Адыгея,1607,1028,12,0,38,26
11.11.2020,Саха (Якутия),15861,9608,185,5,210,91
11.07.2021,Липецкая обл.,35030,30863,967,5,188,22
11.09.2020,Бурятия,5748,4847,60,0,43,52
10.10.2021,Пензенская обл.,73214,58317,2954,26,280,72
27.09.2020,Ростовская обл.,21357,16897,486,9,188,73
20.07.2020,Тюменская обл.,4779,3053,22,0,112,30
18.09.2021,Белгородская обл.,51790,47888,1092,8,162,207
28.08.2020,Рязанская обл.,7078,6219,43,0,31,27
10.11.2020,Забайкальский край,13940,9990,198,7,247,481
16.06.2020,Вологодская обл.,1317,799,14,1,15,18
25.07.2021,Ставропольский край,62728,55961,1841,7,299,92
28.11.2020,Калмыкия,11474,9452,140,0,97,361
20.12.2020,Ингушетия,11164,9319,124,1,86,8
02.10.2021,Пермский край,102567,90577,4917,31,512,416
16.01.2021,Свердловская обл.,64807,57235,1788,17,397,405
28.11.2020,Еврейская АО,2897,1909,50,2,28,56
06.10.2020,Удмуртия,5932,4031,73,0,106,47
16.04.2021,Тверская обл.,38872,36922,801,7,86,92
13.12.2020,Нижегородская обл.,60829,54246,1365,15,497,433
02.03.2021,Кемеровская обл.,31778,30950,558,0,55,83
21.06.2021,Оренбургская обл.,45826,42206,1064,1,125,65
21.12.2020,Красноярский край,43246,36666,1509,16,331,416
26.01.2021,Санкт-Петербург,323219,212093,9432,58,1510,2422
01.12.2020,ХМАО – Югра,34557,29479,413,6,215,225
31.07.2021,Курганская обл.,25767,23493,495,5,130,94
22.06.2020,Ставропольский край,4451,2409,85,2,102,27
16.10.2021,Ульяновская обл.,88594,77871,2796,12,359,350
18.07.2020,Москва,232954,170180,4285,14,578,543
04.11.2021,Ленинградская обл.,79919,61025,2592,8,389,357
11.08.2020,Марий Эл,3932,3444,36,0,15,40
17.03.2021,Чувашия,22169,20242,1128,7,44,34
19.02.2021,Карелия,39543,35177,282,3,162,186
19.11.2021,Тамбовская обл.,52355,49189,1304,13,214,190
10.03.2021,Краснодарский край,39837,34749,2069,13,130,131
15.06.2020,Вологодская обл.,1302,781,13,0,18,21
14.08.2020,Башкортостан,7230,5869,26,1,33,83
17.11.2020,Саха (Якутия),17192,10510,217,6,220,183
06.09.2021,Ставропольский край,77366,63332,2458,21,355,107
13.07.2021,Липецкая обл.,35433,31093,980,5,205,153
11.11.2020,Забайкальский край,14189,10352,204,6,249,362
06.02.2021,Коми,37186,35901,713,4,132,126
14.05.2021,Мордовия,20472,18333,257,1,29,17
04.04.2021,Чечня,11704,11390,117,0,10,14
14.07.2020,Тюменская обл.,4204,2602,20,0,84,99
11.10.2021,Пензенская обл.,73498,58385,2978,24,284,68
22.08.2020,Рязанская обл.,6907,6123,41,1,27,25
07.08.2021,Астраханская обл.,45386,37186,1179,10,279,99
29.07.2020,Московская обл.,63155,46048,1102,2,137,261
07.07.2020,Крым,761,581,11,0,0,13
01.06.2021,Магаданская обл.,8466,8262,110,1,3,4
19.10.2020,Архангельская обл.,17105,10793,271,0,228,27
05.09.2021,Новгородская обл.,41076,37783,391,7,126,91
07.02.2021,Алтай,15667,14589,135,0,46,48
19.09.2021,Белгородская обл.,51951,47919,1097,5,161,31
28.09.2020,Ростовская обл.,21550,16938,486,0,193,41
08.08.2021,Хакасия,31687,26766,804,7,172,0
30.11.2020,Еврейская АО,2953,1940,50,0,29,4
26.09.2021,Пермский край,99646,88266,4747,29,468,201
03.11.2021,Ленинградская обл.,79530,60668,2584,8,384,341
22.11.2020,Татарстан,9700,8464,128,0,75,43
17.10.2021,Ульяновская обл.,88958,78228,2809,13,364,357
30.07.2021,Курганская обл.,25637,23399,490,5,131,96
23.02.2021,Крым,35395,31071,904,4,79,67
11.03.2021,Краснодарский край,39966,34831,2082,13,129,82
21.06.2020,Алтай,421,178,0,0,25,7
04.08.2020,Ставропольский край,8658,5855,165,2,98,143
14.04.2021,Тверская обл.,38698,36737,787,5,87,92
20.11.2021,Тамбовская обл.,52567,49295,1314,10,212,106
29.11.2020,ХМАО – Югра,34117,29026,403,5,217,206
15.01.2021,Свердловская обл.,64410,56830,1771,18,392,395
25.01.2021,Санкт-Петербург,321709,209671,9374,59,2116,899
22.06.2020,Коми,2864,1221,29,1,59,5
20.09.2021,Чечня,21968,20301,566,3,61,67
03.03.2021,Кемеровская обл.,31832,31003,559,1,54,53
17.11.2021,Бурятия,66468,59211,2085,8,237,205
20.06.2021,Оренбургская обл.,45701,42141,1063,3,113,61
20.12.2020,Красноярский край,42915,36250,1493,14,330,397
12.12.2020,Нижегородская обл.,60332,53813,1350,15,501,427
13.01.2021,Северная Осетия,13095,11631,104,3,82,76
13.06.2021,Тульская обл.,40854,38261,2109,5,64,54
08.06.2020,Алтайский край,2390,1107,14,0,71,11
09.07.2021,Калмыкия,22373,20950,425,1,95,26
26.10.2020,Саратовская обл.,19539,12896,149,0,187,38
27.01.2021,Камчатский край,12044,10637,84,0,65,67
19.08.2021,Приморский край,59418,52935,997,2,245,362
02.05.2021,Орловская обл.,34226,32182,585,5,51,56
15.05.2021,Вологодская обл.,45422,42426,1058,3,43,28
12.10.2021,Тыва,27333,23637,282,0,55,55
11.09.2021,Брянская обл.,62288,57995,1246,11,154,201
28.04.2020,Тульская обл.,783,59,5,0,70,0
04.06.2021,Алтайский край,51867,46748,2329,7,55,30
18.02.2021,Амурская обл.,20554,18956,157,3,43,42
09.07.2020,Ярославская обл.,5147,4140,22,0,41,99
27.12.2020,Калужская обл.,20375,19058,165,4,174,172
08.08.2021,Чукотский АО,1248,915,9,0,15,8
31.05.2020,Магаданская обл.,243,186,3,0,5,3
02.03.2021,Дагестан,29861,27597,1345,1,40,48
10.04.2021,Адыгея,14209,13619,168,0,13,24
27.09.2021,Смоленская обл.,49466,44066,1695,10,181,106
29.06.2021,Бурятия,43938,40555,1210,21,315,156
05.12.2020,Владимирская обл.,13949,12327,344,6,148,141
27.02.2021,Воронежская обл.,67572,61427,1903,12,296,319
23.12.2020,Мурманская обл.,33943,31120,602,3,276,273
04.11.2021,Новосибирская обл.,72406,54449,3435,14,392,187
02.10.2021,Карелия,66070,63105,873,5,227,203
14.01.2021,Волгоградская обл.,39086,37171,527,4,263,269
14.08.2021,Кабардино-Балкария,28240,26304,657,12,88,86
28.03.2020,Татарстан,14,1,0,0,3,1
13.03.2021,Тыва,15721,14698,194,0,5,15
14.07.2021,Хабаровский край,59894,54882,546,6,331,257
26.06.2020,Иркутская обл.,6338,2254,50,6,210,137
10.02.2021,Костромская обл.,17560,14469,322,1,57,99
15.04.2020,Краснодарский край,239,40,3,0,24,8
26.04.2021,Ямало-Ненецкий АО,38478,37246,415,0,17,17
18.08.2020,Сахалинская обл.,3695,2074,0,0,60,140
13.01.2021,Кировская обл.,28634,22396,245,2,229,278
25.08.2021,Псковская обл.,46321,39892,660,5,105,203
22.06.2020,Курская обл.,4550,2587,27,1,68,6
05.08.2021,Севастополь,21653,18836,882,7,181,189
10.10.2020,Тамбовская обл.,8243,6928,46,0,61,24
03.05.2021,Москва,1101353,996373,18486,58,2635,1408
24.03.2021,Марий Эл,12389,11505,199,2,23,31
02.08.2020,Чувашия,6811,3857,56,2,37,65
21.09.2020,Челябинская обл.,15065,10987,122,0,68,5
07.04.2020,Кемеровская обл.,5,2,0,0,0,0
10.05.2020,Оренбургская обл.,937,284,5,0,42,12
28.07.2020,Ивановская обл.,6352,4753,88,2,22,60
08.10.2020,Ненецкий АО,340,136,0,0,1,4
18.08.2020,Омская обл.,8684,6371,130,8,94,106
04.08.2021,Ингушетия,17860,16406,223,2,58,41
18.12.2020,Самарская обл.,27418,25214,529,6,302,293
19.05.2021,Удмуртия,33574,30459,916,4,46,43
29.08.2020,Томская обл.,5536,4608,66,1,42,63
26.10.2020,Хабаровский край,15220,11014,126,2,181,4
28.11.2020,Кабардино-Балкария,12527,9773,207,2,92,125
02.10.2021,Волгоградская обл.,92784,82645,2833,24,360,345
06.08.2020,Ямало-Ненецкий АО,11621,9809,79,0,96,343
06.05.2020,Удмуртия,344,69,10,0,12,3
30.04.2021,Сахалинская обл.,22536,22103,42,1,21,15
23.10.2021,Костромская обл.,37117,30763,857,4,175,174
30.05.2021,Челябинская обл.,61744,57414,1627,6,87,86
28.06.2021,Тамбовская обл.,34641,33102,600,2,76,28
04.11.2020,Калининградская обл.,7299,5010,98,0,122,225
03.04.2021,Ивановская обл.,32751,31308,1051,5,66,35
27.11.2020,ХМАО – Югра,33685,28596,394,5,211,216
19.03.2020,Москва,98,1,0,0,12,0
12.04.2021,Тверская обл.,38522,36550,780,3,89,100
26.04.2021,Татарстан,20310,17383,455,0,38,5
01.10.2020,Тыва,7796,6788,84,0,44,10
31.12.2020,Карачаево-Черкессия,15126,13530,41,0,88,116
28.09.2021,Пермский край,100590,88914,4800,26,473,448
02.12.2020,Еврейская АО,3012,2014,50,0,29,44
26.03.2021,Калининградская обл.,30030,27618,326,5,55,68
03.10.2021,Северная Осетия,23159,20837,628,0,73,112
14.07.2021,Саратовская обл.,68954,64717,1508,11,218,241
13.04.2020,Адыгея,20,5,0,0,0,0
10.08.2020,Хакасия,3036,2685,35,0,17,6
31.05.2020,Бурятия,1467,796,10,0,29,40
05.10.2021,Камчатский край,19923,15636,362,4,41,17
12.04.2020,Ставропольский край,74,10,2,0,8,1
09.12.2020,Приморский край,24029,16801,271,4,238,203
04.09.2020,Вологодская обл.,3519,3061,39,1,33,50
28.10.2020,Тыва,9163,8047,112,0,78,127
24.08.2020,Рязанская обл.,6966,6123,41,0,29,0
06.05.2020,Ростовская обл.,1434,168,12,1,81,21
22.05.2021,Карачаево-Черкессия,20331,19978,113,3,12,9
31.01.2021,Мордовия,16042,13504,138,2,76,88
21.03.2021,Ярославская обл.,35177,33703,465,3,97,71
16.07.2020,Тюменская обл.,4367,2768,22,1,81,81
27.04.2020,Архангельская обл.,175,22,1,0,8,0
15.07.2021,Липецкая обл.,35860,31420,994,6,217,180
23.08.2021,Владимирская обл.,47777,43836,1628,11,186,164
06.09.2021,Мурманская обл.,69045,53498,1881,9,142,54
07.11.2021,Воронежская обл.,159827,120087,5080,28,796,135
16.08.2020,Башкортостан,7298,6227,26,0,34,172
14.02.2021,Новосибирская обл.,34068,31868,1330,6,121,67
15.11.2020,Саха (Якутия),16730,10176,206,5,220,171
19.01.2021,Смоленская обл.,20128,16011,395,8,174,318
02.06.2020,Челябинская обл.,3042,1336,19,1,113,13
15.02.2021,Ленинградская обл.,33784,30446,510,8,191,89
27.08.2020,Томская обл.,5452,4432,64,2,43,79
31.01.2021,Ульяновская обл.,43779,40137,625,22,182,179
06.08.2020,Ингушетия,3792,3196,74,0,22,34
16.04.2020,Тамбовская обл.,133,6,0,0,50,0
11.11.2020,Курганская обл.,6805,5781,108,3,94,375
05.12.2020,Чечня,5043,2721,77,3,187,34
06.06.2021,Коми,44354,42944,968,0,35,53
03.02.2021,Удмуртия,25844,22394,518,4,91,140
16.12.2020,Самарская обл.,26816,24625,515,7,301,295
03.07.2020,Краснодарский край,6159,4911,81,2,57,84
06.10.2020,Ненецкий АО,338,132,0,0,0,0
20.08.2020,Омская обл.,8839,6696,141,5,63,155
20.06.2020,Курская обл.,4403,2565,26,1,70,55
07.08.2021,Севастополь,22060,19128,896,7,209,176
15.11.2020,Москва,510214,367613,7787,75,6271,4266
01.10.2021,Свердловская обл.,139462,128497,6330,40,533,481
15.07.2021,Чувашия,28190,25728,1628,4,63,60
27.08.2021,Псковская обл.,46519,40003,668,6,95,63
25.12.2020,Марий Эл,8880,7883,115,1,52,49
07.06.2021,Алтай,17200,16710,247,0,12,6
15.01.2021,Кировская обл.,29094,22932,248,1,232,230
07.10.2021,Санкт-Петербург,636652,591018,22260,60,2418,1748
03.08.2021,Крым,60945,51107,1793,14,368,190
22.10.2020,Карелия,5469,3646,42,4,92,75
24.06.2020,Иркутская обл.,5919,2059,42,2,193,106
01.09.2021,Нижегородская обл.,156454,143720,5870,29,402,494
02.10.2020,Оренбургская обл.,13072,11855,87,2,109,157
09.09.2021,Красноярский край,108606,95188,5371,21,368,385
25.06.2020,Кемеровская обл.,1454,651,9,1,30,29
07.12.2020,Дагестан,19815,17641,1010,6,120,69
30.07.2021,Забайкальский край,56022,50213,931,7,274,223
06.08.2021,Чукотский АО,1216,897,9,0,15,6
06.11.2020,Адыгея,6169,4929,54,1,71,62
25.01.2021,Бурятия,29519,26983,650,1,147,111
18.07.2021,Алтай,18745,17493,259,0,62,18
23.06.2021,Крым,46576,42443,1462,7,210,125
25.12.2020,Калужская обл.,20026,18712,158,3,169,161
13.09.2021,Брянская обл.,62596,58310,1265,9,155,147
30.04.2020,Тульская обл.,965,96,7,1,92,17
02.06.2021,Алтайский край,51753,46662,2314,7,57,46
20.02.2021,Амурская обл.,20644,19050,162,3,46,48
19.11.2020,Астраханская обл.,12082,8606,221,3,144,82
04.05.2021,Орловская обл.,34328,32287,596,5,50,56
21.01.2021,Пензенская обл.,30461,24152,361,3,236,154
05.05.2020,Мордовия,923,121,5,1,56,23
05.07.2021,Архангельская обл.,68246,65164,1051,0,223,160
24.08.2020,Чечня,2233,1526,38,0,5,0
19.09.2020,Магаданская обл.,2522,1971,23,1,38,28
24.12.2020,Новгородская обл.,16844,12298,99,1,209,257
19.07.2021,Коми,51823,46380,1117,4,282,87
18.04.2021,Московская обл.,242639,199677,5658,13,591,445
20.03.2020,Ярославская обл.,1,0,0,0,0,0
11.01.2021,Белгородская обл.,23867,21050,282,2,181,57
11.06.2021,Тульская обл.,40730,38156,2097,5,58,49
10.06.2020,Алтайский край,2524,1314,16,1,66,117
08.06.2021,Ростовская обл.,95464,86535,4529,16,155,292
31.07.2020,Калмыкия,2621,1945,38,0,32,62
17.12.2020,Орловская обл.,18870,16824,233,4,179,245
05.09.2020,Карелия,3264,2361,16,0,35,21
06.09.2020,Вологодская обл.,3593,3118,43,0,36,4
07.10.2021,Камчатский край,20006,15668,369,4,41,16
11.12.2020,Приморский край,24503,17186,280,4,239,199
12.07.2021,Саратовская обл.,68524,64355,1483,11,216,120
13.03.2021,Карачаево-Черкессия,19385,17853,65,0,15,44
15.04.2020,Тыва,6,0,0,0,0,0
08.11.2020,Марий Эл,6482,5220,67,0,44,6
01.10.2021,Северная Осетия,23014,20610,624,0,70,112
29.08.2021,Чувашия,31535,28623,1989,12,78,61
02.12.2020,Москва,617439,464984,9053,75,5191,6575
13.02.2021,Тульская обл.,31028,28540,1130,9,147,176
09.05.2020,Амурская обл.,135,20,1,0,12,0
17.01.2021,Смоленская обл.,19782,15682,380,7,171,129
24.05.2020,Ставропольский край,1932,718,38,0,77,7
21.08.2021,Владимирская обл.,47402,43523,1617,13,192,154
